title,budget_new,runtime,genres,genres_new,revenue
Jack & Sarah,22531334,110,Comedy,2,218626
Jack Goes Boating,22531334,89,Comedy,2,538000
Jack Reacher,60000000,130,Crime,6,218340595
Jack Ryan: Shadow Recruit,60000000,105,Action,3,50549107
Jack the Giant Slayer,195000000,114,Action,3,197687603
Jackass Number Two,11000000,95,Action,3,72778712
Jackie Brown,12000000,154,Comedy,2,39673162
Jackpot,400000,97,Comedy,2,43719
Jackson County Jail,445000,84,Crime,6,2300000
James and the Giant Peach,38000000,79,Adventure,4,28921264
Jane Eyre,22531334,120,Drama,1,34710627
Janky Promoters,10000000,85,Comedy,2,9069
Jarhead,72000000,125,Drama,1,96889998
Jaws,7000000,124,Horror,5,470654000
Jaws 3-D,20500000,99,Thriller,7,87987055
Jaws: The Revenge,23000000,89,Adventure,4,51881013
Jayne Mansfield's Car,22531334,122,Drama,1,14836
Jeepers Creepers,10000000,90,Horror,5,59217789
"Jeff, Who Lives at Home",10000000,83,Drama,1,4417580
Jefferson in Paris,14000000,139,Drama,1,2474000
Jersey Boys,40000000,134,Music,16,67347013
Jimi: All Is by My Side,22531334,118,Drama,1,340911
Jimmy Neutron: Boy Genius,25000000,83,Action,3,80936232
Jimmy Vestvood: Amerikan Hero,2500000,84,Comedy,2,230069
Jingle All the Way,60000000,89,Family,13,129832389
Jodhaa Akbar,8376800,213,Action,3,13000000
John Carter,260000000,132,Action,3,284139100
John Q,36000000,116,Drama,1,102244770
John Wick: Chapter 2,40000000,122,Thriller,7,171539887
Johnny English,40000000,88,Adventure,4,160583018
Johnny Handsome,20000000,94,Crime,6,7237794
Johnson Family Vacation,12000000,97,Comedy,2,31179516
Josh,6900000,162,Romance,11,15000000
Joshua,22531334,91,Drama,1,1347988
Joshua,22531334,105,Drama,1,719968
Journey from the Fall,1300000,135,Drama,1,639000
Joy,60000000,124,Drama,1,101134059
Joy Ride,23000000,97,Mystery,14,36642838
Judge Dredd,90000000,96,Science Fiction,12,113493481
Judy Moody and the Not Bummer Summer,20000000,91,Comedy,2,14166853
Julie & Julia,40000000,123,Romance,11,129540499
Jumanji,65000000,104,Adventure,4,262797249
Jumper,85000000,88,Adventure,4,222231186
Junior,60000000,109,Comedy,2,37000000
Juno,7500000,96,Comedy,2,231411584
Jurassic Park,63000000,127,Adventure,4,920100000
Just My Luck,28000000,103,Comedy,2,38159905
Just Wright,22531334,100,Comedy,2,21520719
K-9,17000000,101,Action,3,78247647
Kabhi Alvida Naa Kehna,7400000,193,Drama,1,17000000
Kabluey,22531334,86,Comedy,2,83398
Kadhal Kottai,500000,157,Romance,11,500000
Kahaani,1200000,122,Thriller,7,16000000
Kaiji 2: The Ultimate Gambler,22531334,133,Thriller,7,15
Kal Ho Naa Ho,22531334,186,Comedy,2,13200241
Kaminey,9000000,135,Action,3,18130000
Kandukondain Kandukondain,500000,157,Drama,1,500000
Katy Perry: Part of Me,12000000,93,Documentary,9,32726956
Katyar Kaljat Ghusali,1500000,162,Music,16,4400000
Katyn,5200000,118,Drama,1,14723313
Keanu,15000000,94,Action,3,20566327
Keeping Up with the Joneses,40000000,105,Action,3,29918745
Kenny,22531334,99,Comedy,2,7778177
Kevin Hart: Let Me Explain,22531334,74,Comedy,2,32230907
Keys to Tulsa,22531334,113,Crime,6,57252
Khatta Meetha,7500000,155,Comedy,2,10000000
Khiladi 786,22531334,139,Action,3,126
Khumba,20000000,85,Animation,8,27187375
Kick-Ass,28000000,117,Action,3,96188903
Kick-Ass 2,28000000,103,Action,3,60700000
Kickboxer,1500000,97,Action,3,14697005
Kickboxer 2:  The Road Back,22531334,89,Action,3,1250712
Kicking & Screaming,45000000,95,Romance,11,56070433
Kicking and Screaming,22531334,96,Comedy,2,718490
"Kidnapping, Caucasian Style",3500000,95,Romance,11,179000
Kids,1500000,91,Drama,1,7412216
Kill Bill: Vol. 1,30000000,111,Action,3,180949000
Kill List,500000,95,Horror,5,171760
Kill the Messenger,5000000,112,Thriller,7,2450846
Killer Joe,10000000,102,Crime,6,3665069
Killers,75000000,100,Action,3,98159963
Killing Them Softly,15000000,97,Crime,6,37930465
Killing Zoe,1500000,96,Action,3,418961
King Kong,207000000,187,Adventure,4,550000000
King Kong,23000000,134,Adventure,4,90614445
Kingdom of the Spiders,500000,97,Horror,5,17000000
Kiss of the Dragon,25000000,98,Action,3,64437847
Kiss the Girls,27000000,115,Drama,1,60527873
Kissing Jessica Stein,1000000,97,Comedy,2,10013424
Knock Knock,2500000,99,Drama,1,6341684
Knockaround Guys,15000000,92,Crime,6,12000000
Knocked Up,30000000,129,Comedy,2,219076518
Kops,22531334,90,Action,3,8
Koyaanisqatsi,22531334,87,Documentary,9,1723872
Kramer vs. Kramer,8000000,105,Drama,1,106260000
Krampus,15000000,98,Horror,5,61548707
Krull,27000000,117,Fantasy,10,16519460
Kundun,28000000,134,Drama,1,5684789
Kung Fu Dunk,10000000,100,Action,3,22896728
Kung Fu Hustle,20000000,99,Action,3,100914445
Kung Fu Jungle,25000000,100,Crime,6,129115
L: Change the World,22531334,129,Fantasy,10,30231200
La Bamba,6500000,108,Drama,1,54215416
La Dolce Vita,22531334,174,Comedy,2,19516000
La Femme Nikita,22531334,115,Action,3,5000000
La peggior settimana della mia vita,11000000,0,Comedy,2,12935800
La vérité si je mens !,4000000,100,Comedy,2,29456000
Labor Day,18000000,111,Drama,1,20275812
Labyrinth of Lies,22531334,122,Drama,1,794452
Lady and the Tramp,22531334,76,Family,13,93600000
Lady Macbeth,22531334,89,Drama,1,923
Ladyhawke,20000000,121,Adventure,4,18432000
L'Âge d'Or,22531334,63,Romance,11,7940
Lake of Fire,22531334,152,Documentary,9,25
Larry Crowne,30000000,98,Comedy,2,36160375
Lars and the Real Girl,12000000,106,Comedy,2,11293663
Last Action Hero,85000000,130,Adventure,4,137298489
Last Man Standing,67000000,101,Action,3,47267001
Last Night,7000000,90,Drama,1,7644937
Last Tango in Paris,1250000,129,Drama,1,36144000
Late Autumn,6200000,113,Drama,1,4820000
Latter Days,850000,107,Drama,1,819939
Laurence Anyways,9500000,168,Drama,1,12250
Le Week-End,22531334,93,Comedy,2,2225098
Leatherface: Texas Chainsaw Massacre III,22531334,81,Horror,5,5765562
Left Luggage,22531334,100,Drama,1,100544
"Legally Blonde 2: Red, White & Blonde",45000000,95,Comedy,2,124914842
Legend,25000000,94,Adventure,4,15502112
Legend of the Lost,1750000,109,Adventure,4,2200000
Legends of Oz: Dorothy's Return,70000000,88,Animation,8,18662027
Legends of the Fall,30000000,133,Adventure,4,160638883
Legion,26000000,100,Horror,5,67918658
Lenny Bruce: Swear to Tell the Truth,22531334,100,Comedy,2,21350
Leprechaun 2,2000000,85,Comedy,2,2260622
Les Misérables,61000000,157,Drama,1,441809770
Let Me In,20000000,116,Drama,1,24145613
Let the Right One In,4000000,115,Horror,5,10785801
Lethal Weapon,15000000,110,Adventure,4,120207127
Let's Go to Prison,4000000,84,Comedy,2,4630045
Leviathan,25000000,98,Adventure,4,15704614
Licence to Kill,32000000,133,Adventure,4,156167015
License to Drive,8000000,90,Comedy,2,22433275
License to Wed,35000000,91,Comedy,2,69307224
Life As We Know It,38000000,114,Comedy,2,105610124
Life During Wartime,4500000,97,Comedy,2,744816
Life Is Beautiful,20000000,116,Comedy,2,229400000
Life of Brian,4000000,94,Comedy,2,20045115
Life of Crime,12000000,94,Comedy,2,265452
Lift,22531334,88,Crime,6,123182
Lights Out,4900000,81,Horror,5,148868835
"Like Father, Like Son",22531334,121,Drama,1,19978961
"Like Sunday, Like Rain",22531334,104,Drama,1,28208
Like Water for Chocolate,2000000,105,Drama,1,21665468
Line Walker,22531334,108,Action,3,88658655
Lionheart,6000000,105,Action,3,24078196
Lions for Lambs,35000000,92,Action,3,63215872
Little Black Book,35000000,111,Comedy,2,22034832
Little Manhattan,22531334,84,Comedy,2,1117920
Little Miss Marker,22531334,103,Comedy,2,6321392
Little Miss Sunshine,8000000,102,Comedy,2,100523181
Little Shop of Horrors,25000000,94,Horror,5,38748395
Live by Night,108000000,129,Crime,6,22678555
Live Flesh,22531334,103,Drama,1,1535558
Live Nude Girls Unite!,22531334,75,Documentary,9,48752
Living Out Loud,12000000,100,Comedy,2,12902790
Local Color,3250000,107,Drama,1,32788
"Lock, Stock and Two Smoking Barrels",1350000,105,Comedy,2,3897569
Locke,2000000,85,Drama,1,4635300
Lockout,20000000,95,Action,3,32204030
Logan,135000,94,Comedy,2,10474
Logan,97000000,137,Action,3,616801808
Logan's Run,9000000,119,Adventure,4,25000000
Lolita,2000000,153,Drama,1,9250000
Lolita,62000000,137,Drama,1,1060056
Lolo,22531334,99,Comedy,2,24134
London Has Fallen,60000000,99,Action,3,205754447
Lone Star,5000000,135,Drama,1,13269963
Lone Survivor,40000000,121,Action,3,149295601
Lone Wolf McQuade,5000000,107,Action,3,12232628
Long Time Dead,22531334,94,Horror,5,13102295
Look,22531334,98,Drama,1,16136
Look Who's Back,3196621,116,Comedy,2,25513752
Look Who's Talking,7500000,93,Comedy,2,296000000
Looney Tunes: Back in Action,80000000,90,Animation,8,68514844
Looper,30000000,118,Action,3,47042000
Loose Cannons,7000000,110,Comedy,2,8220215
Loose Cannons,1500000,94,Action,3,5585154
Lorenzo's Oil,22531334,135,Drama,1,7286388
Losin' It,7000000,100,Comedy,2,1246141
Lost & Found,1,95,Comedy,2,100
Lost in Space,80000000,130,Adventure,4,136159423
Lost in the Sun,25000,95,Action,3,25000
Lost in Translation,4000000,102,Drama,1,119723856
Lost River,2000000,95,Fantasy,10,45431
Louder Than Bombs,11000000,109,Drama,1,161789
Louis C.K.: Live at the Beacon Theater,250000,62,Comedy,2,1000000
Love & Friendship,3000000,94,Comedy,2,14016568
Love & Mercy,22531334,120,Drama,1,28641776
Love & Other Drugs,30000000,112,Drama,1,102820008
Love and the City 2,22531334,93,Comedy,2,10198357
Love at First Bite,22531334,96,Romance,11,43885000
Love at First Fight,22531334,98,Comedy,2,23598
Love Is All You Need,5500000,116,Comedy,2,10016934
Love Is Strange,22531334,98,Drama,1,2262223
Love Me Tender,1000000,89,Drama,1,9000000
Love Potion No. 9,22531334,97,Comedy,2,754935
Love Story,2200000,99,Drama,1,136400000
Loverboy,22531334,98,Comedy,2,3960327
Love's Deadly Triangle: The Texas Cadet Murder,14000000,93,Drama,1,161001698
Lovesong,22531334,85,Drama,1,6700
Lucky Number Slevin,27000000,110,Drama,1,56308881
Luv,22531334,93,Romance,11,1000000
Macabre,90000,72,Horror,5,5000000
Machete,20000000,105,Action,3,31327899
Mad City,50000000,114,Action,3,10541523
Mad Dog and Glory,22531334,96,Comedy,2,11081586
Mad Max 2: The Road Warrior,2000000,95,Adventure,4,24600832
Mad Max: Fury Road,150000000,120,Action,3,378858340
Madame Bovary,22531334,136,Drama,1,1942423
Made,5000000,94,Action,3,5476060
Made of Honor,40000000,101,Comedy,2,84601681
Madea Goes to Jail,22531334,103,Comedy,2,90508336
Madras Cafe,5400000,130,Thriller,7,6500000
Maggie's Plan,22531334,98,Drama,1,3351735
Magic in the Moonlight,16800000,97,Comedy,2,51029361
Magnum Force,22531334,124,Action,3,39768000
Major Dundee,3800000,123,War,15,14873
Major League,11000000,107,Comedy,2,49797148
Major League: Back to the Minors,22531334,107,Comedy,2,3572443
Malamaal Weekly,22531334,138,Comedy,2,204
Maleficent,180000000,97,Fantasy,10,758539785
Malice,22531334,107,Drama,1,46405336
Mama,15000000,100,Horror,5,146497771
Mambo Italiano,4361898,92,Comedy,2,3031801
Man of Steel,225000000,143,Action,3,662845518
Man of Tai Chi,25000000,105,Action,3,2054941
Man of the Year,22531334,86,Comedy,2,209935
Man on a Ledge,42000000,102,Action,3,46221189
Manhattan,22531334,96,Comedy,2,39946780
Mannequin Two: On the Move,13000000,95,Fantasy,10,3752426
Man-Thing,7500000,97,Action,3,143000
Mao's Last Dancer,25000000,117,Drama,1,20719451
Marci X,20000000,84,Comedy,2,1675706
Margaret,14000000,149,Drama,1,46495
Marine Boy,22531334,118,Action,3,3923970
Marked for Death,12000000,94,Action,3,46044400
Marmaduke,50000000,87,Family,13,83761844
Married to the Mob,10000000,104,Comedy,2,21486757
Martin Lawrence Live: Runteldat,3000000,113,Comedy,2,19184015
Marvin's Room,23000000,98,Drama,1,12803305
Mary and Max,590235,92,Animation,8,1725381
Mary Poppins,6000000,139,Comedy,2,102272727
Masters of the Universe,22000000,106,Action,3,17336370
Mata Hari,558000,89,Drama,1,2227000
Match,22531334,90,Family,13,37285
Match Point,15000000,124,Drama,1,85306374
Material Girls,22531334,97,Comedy,2,11449638
Max & Leon,12156348,98,War,15,7900000
Max Keeble's Big Move,12000000,86,Comedy,2,17292381
Max Payne,35000000,100,Action,3,85416905
Max Steel,10000000,92,Action,3,6272403
May,500000,93,Drama,1,150277
Maze Runner: The Scorch Trials,61000000,132,Action,3,311256926
Me Myself I,22531334,104,Comedy,2,369975
"Me, You, Them",1900000,104,Comedy,2,2070806
Mean Creek,500000,90,Crime,6,603943
Mean Girls,17000000,97,Comedy,2,129042871
Mean Streets,500000,110,Drama,1,3000000
Mechenosets,5000000,0,Action,3,3919731
Meet Bill,5000000,97,Comedy,2,346592
Meet Monica Velour,5000000,98,Comedy,2,31649
Meet the Applegates,5000000,90,Comedy,2,485772
Meet the Parents,55000000,108,Comedy,2,330444045
Meeting Evil,22531334,89,Crime,6,525
Melissa P.,22531334,100,Drama,1,5151936
Memoirs of a Geisha,85000000,145,Drama,1,162242962
Men Cry Bullets,22531334,105,Comedy,2,2303
Men of Honor,32000000,129,Drama,1,48814909
"Men, Women & Children",22531334,116,Drama,1,461162
Meru,22531334,89,Adventure,4,2334228
Metropolis,14500000,108,Animation,8,95789342
Miami Vice,135000000,134,Action,3,163794509
Michael Clayton,25000000,119,Drama,1,92991835
Middle School: The Worst Years of My Life,8500000,92,Family,13,19985196
Midnight in Paris,30000000,94,Fantasy,10,151119219
Midnight Special,18000000,112,Adventure,4,6212282
Mighty Aphrodite,15000000,95,Comedy,2,6700000
Mighty Morphin Power Rangers: The Movie,15000000,92,Action,3,66000000
Mike and Dave Need Wedding Dates,33000000,98,Comedy,2,77068246
Milk,20000000,128,History,17,54586584
Millennium Actress,22531334,87,Animation,8,37641
Miller's Crossing,14000000,115,Drama,1,5080409
Million Dollar Arm,25000000,124,Drama,1,38307627
Mimic,30000000,105,Fantasy,10,25480490
Minority Report,102000000,145,Action,3,358372926
Mio in the Land of Faraway,7200000,99,Adventure,4,2300000
Miracle at St. Anna,45000000,160,Drama,1,9323833
Miracle on 34th Street,22531334,114,Fantasy,10,46264384
Miral,22531334,112,Drama,1,852336
Miranda,784170,80,Comedy,2,834332
Mirror Mirror,85000000,106,Adventure,4,183018522
Mischief,22531334,93,Comedy,2,8692426
Mishima: A Life in Four Chapters,5000000,121,Drama,1,502758
Miss Congeniality,45000000,111,Comedy,2,212000000
Miss Potter,30000000,92,Drama,1,35078241
Miss Sloane,13000000,132,Drama,1,3500605
Missing,22531334,0,Crime,6,1
Missing in Action,1500000,101,Action,3,22812411
Missing in Action 2: The Beginning,2410000,100,Action,3,10755447
Mission: Impossible - Ghost Protocol,145000000,133,Action,3,694713380
Mistress America,22531334,84,Comedy,2,2500431
Moby Dick,4500000,116,Adventure,4,10400000
Modern Times,1,87,Drama,1,8500000
Moebius,22531334,89,Drama,1,2340
Mojin: The Lost Legend,37000000,127,Action,3,278300000
Moka,22531334,89,Drama,1,126463
Mona Lisa,22531334,104,Drama,1,5794184
Money for Nothing,11000000,100,Drama,1,1044824
Money Monster,27000000,98,Thriller,7,93282604
Money Train,60000000,103,Action,3,35431113
Monkey King: Hero Is Back,10000000,89,Fantasy,10,150000000
Monsieur Ibrahim,22531334,94,Drama,1,11576431
Monster Hunt,40000000,111,Action,3,385284817
Monster in a Box,22531334,87,Comedy,2,311245
Monte Carlo,20000000,109,Adventure,4,17425000
Moon,5000000,97,Science Fiction,12,9760104
Moonlight,4000000,111,Drama,1,65046687
Moonlight Mile,21000000,117,Romance,11,10011050
More American Graffiti,2500000,110,Comedy,2,15014674
More Than a Game,22531334,105,Documentary,9,887029
Morgana,22531334,120,Horror,5,1612100
Moscow Heat,22531334,89,Action,3,1100000
"Moscow, Belgium",560000,102,Romance,11,1500000
Most Wanted,25000000,99,Action,3,11838218
Mother's Day,25000000,118,Comedy,2,48418160
MouseHunt,38000000,98,Comedy,2,122417389
Mr. 3000,30000000,104,Comedy,2,21800302
Mr. Baseball,22531334,108,Comedy,2,20000000
Mr. Bean's Holiday,25000000,90,Family,13,229736344
Mr. Brooks,20000000,120,Drama,1,41637263
Mr. Destiny,20000000,110,Fantasy,10,15379253
Mr. Holland's Opus,22531334,137,Music,16,106269971
Mr. Holmes,22531334,103,Drama,1,29355203
Mr. Nice Guy,12716953,113,Crime,6,18814720
Mr. North,22531334,93,Fantasy,10,1221366
Mr. Popper's Penguins,55000000,94,Comedy,2,187361754
Mr. Smith Goes to Washington,1500000,129,Comedy,2,9600000
Mrs. Soffel,22531334,112,Drama,1,4385312
Mugabe and the White African,22531334,90,Documentary,9,4542
Mulan: Rise of a Warrior,12000000,115,Adventure,4,13380561
Mulholland Drive,15000000,147,Thriller,7,20117339
Muppet Treasure Island,22531334,100,Action,3,34327391
Murder by Numbers,50000000,120,Crime,6,56714147
Murder in the First,22531334,122,Crime,6,17381942
Murder on the Orient Express,22531334,128,Drama,1,27634716
Murderball,300000,88,Documentary,9,1750211
Muriel's Wedding,3000000,106,Drama,1,15119639
Music and Lyrics,40000000,96,Comedy,2,145896422
Music Box,22531334,124,Crime,6,6263883
Music of the Heart,27000000,124,Drama,1,14859394
Must Love Dogs,30000000,98,Romance,11,58405313
Mutant Chronicles,8000000,111,Action,3,2033165
Mute Witness,2,95,Thriller,7,1
My Awkward Sexual Adventure,22531334,98,Comedy,2,45250
My Best Girl,483103,80,Drama,1,1027757
My Big Fat Greek Wedding,5000000,95,Comedy,2,368744044
My Big Fat Greek Wedding 2,18000000,94,Romance,11,88923251
My Blueberry Nights,10000000,111,Drama,1,21786738
My Boyfriend's Back,22531334,85,Comedy,2,3335984
My Fair Lady,17000000,170,Drama,1,72070731
My Giant,22531334,103,Comedy,2,7985929
My Left Foot: The Story of Christy Brown,645180,103,Drama,1,14743391
My Life as a Zucchini,8000000,66,Animation,8,292279
My Life in Ruins,17000000,95,Comedy,2,20455276
My Name Is Bruce,1500000,86,Comedy,2,173066
My Old Classmate,22531334,0,Romance,11,76000000
My Science Project,22531334,94,Comedy,2,4122748
My Sister's Keeper,30000000,109,Drama,1,95714875
My Soul to Take,25000000,107,Drama,1,19829957
My Summer Story,22531334,85,Family,13,70
My Week with Marilyn,6400000,99,Drama,1,35057696
Myra Breckinridge,5000000,94,Comedy,2,3000000
Mysterious Skin,22531334,105,Drama,1,1524966
Mystery Date,22531334,97,Comedy,2,6166819
Mystery Men,68000000,121,Adventure,4,29762011
"Mystery, Alaska",28000000,119,Drama,1,8888143
Mystic River,25000000,138,Thriller,7,156822020
Nadine,12000000,83,Action,3,5669831
Naqoyqatsi,3000000,89,Documentary,9,13308
National Lampoon’s European Vacation,22531334,95,Adventure,4,49364621
National Treasure,100000000,131,Adventure,4,347451894
National Treasure: Book of Secrets,130000000,124,Action,3,457363168
Nausicaä of the Valley of the Wind,1000000,117,Adventure,4,3301446
Nebraska,12000000,115,Drama,1,17654912
Ned Kelly,22531334,110,Action,3,6585516
Neerja,10721568,122,Drama,1,2978994
Neruda,22531334,108,Drama,1,939101
Nerve,19000000,96,Mystery,14,85241496
Never Back Down,20000000,115,Drama,1,41627431
Never Been Kissed,25000000,107,Romance,11,84565230
Never on Sunday,151000,91,Drama,1,8000000
Never Talk to Strangers,6400000,86,Thriller,7,6
New in Town,8000000,97,Comedy,2,29010817
Niagara,1250000,92,Crime,6,8500000
Nice Guy Johnny,22531334,89,Comedy,2,25
Night Game,22531334,95,Horror,5,337812
Night of the Comet,3000000,95,Comedy,2,14418922
Night Of The Living Dead 3D,3000000,80,Horror,5,1449945
Night Watch,4200000,114,Fantasy,10,32000000
Nighthawks,5000000,99,Action,3,19905359
Nightwatch,22531334,102,Action,3,1179002
Nikitich and The Dragon,4500000,65,Adventure,4,3468423
Nim's Island,37000000,96,Adventure,4,100076342
Ninotchka,1365000,110,Comedy,2,2279000
Nitro Circus: The Movie,22531334,92,Action,3,3903479
No Holds Barred,8000000,93,Action,3,16093651
No One Lives,2900000,86,Horror,5,74918
No Strings Attached,25000000,107,Comedy,2,147780440
Noah,125000000,139,Drama,1,362637473
Nocturnal Animals,22500000,116,Drama,1,29252978
Norbit,60000000,101,Comedy,2,95673607
North by Northwest,4000000,136,Mystery,14,13275000
North Dallas Forty,22531334,119,Comedy,2,26079312
North Shore,22531334,96,Action,3,3832228
Norwegian Wood,22531334,133,Drama,1,17636261
Not Another Teen Movie,16000000,89,Comedy,2,66468332
Nothing But the Truth,11500000,108,Drama,1,186702
Notting Hill,42000000,124,Romance,11,363889678
Now You See Me,75000000,115,Thriller,7,117698894
Nurse 3-D,10,99,Horror,5,10000000
O,22531334,95,Drama,1,16017403
O Kadhal Kanmani,940000,138,Drama,1,5100000
Ocean's Thirteen,85000000,122,Crime,6,311312624
Oculus,5000000,104,Horror,5,44030246
Off Limits,12000000,102,Action,3,7242035
Old School,24000000,91,Comedy,2,87055349
Oldboy,3000000,120,Drama,1,14980005
Oleanna,22531334,89,Drama,1,124693
Olympus Has Fallen,70000000,120,Action,3,161025640
Omen III: The Final Conflict,22531334,108,Drama,1,20471382
On the Waterfront,910000,108,Crime,6,9600000
On the Way to School,22531334,77,Documentary,9,7424
Once Bitten,3200000,94,Horror,5,10000000
Once Upon a Time in Anatolia,22531334,150,Drama,1,138730
Once Upon a Time in China II,22531334,113,Action,3,30399676
Once Upon a Time in Mexico,29000000,102,Action,3,98185582
One Bright Shining Moment,22531334,123,Documentary,9,15504
One Day,15000000,107,Drama,1,59389433
One False Move,22531334,105,Crime,6,1543112
One for the Money,40000000,91,Action,3,36893721
One Hundred Steps,22531334,114,Crime,6,1805884
One Night Stand,24000000,102,Drama,1,2642983
One Small Hitch,22531334,100,Romance,11,7965
"One, Two, Three",3000000,115,Comedy,2,4000000
Only the Lonely,22531334,104,Comedy,2,21830957
OPA!,22531334,100,Comedy,2,6000000
Operation Petticoat,22531334,124,Action,3,6800000
Orca: The Killer Whale,6000000,92,Drama,1,14717854
Orphans,22531334,101,Comedy,2,49501
Other People,22531334,97,Drama,1,93000
Ouija: Origin of Evil,9000000,99,Horror,5,81705746
Our Family Wedding,14000000,103,Comedy,2,21409028
Our Kind of Traitor,22531334,108,Thriller,7,9930095
Out Cold,24000000,89,Comedy,2,14782676
Out for Justice,14000000,91,Action,3,39673161
Out of Africa,31000000,161,Drama,1,128499205
Out of Bounds,22531334,93,Drama,1,5099316
Out of Sight,48000000,123,Romance,11,77745568
Out of the Furnace,22000000,116,Thriller,7,15400000
Out of Time,50000000,105,Thriller,7,55495563
Outbreak,50000000,127,Action,3,189859560
Outland,16000000,112,Science Fiction,12,17374595
Overdose,22531334,105,Drama,1,1334173
Pagafantas,22531334,84,Comedy,2,2012927
Page One: Inside the New York Times,22531334,88,Documentary,9,429766
Paid in Full,22531334,93,Action,3,3090862
Pain & Gain,25000000,130,Thriller,7,86175291
Pale Rider,22531334,115,Romance,11,41410568
Pan,150000000,111,Adventure,4,128388320
Panther,22531334,124,Drama,1,6834525
Papanasam,22531334,181,Crime,6,14000000
Paparazzi,20000000,84,Action,3,16605763
Paperhouse,22531334,92,Drama,1,241
Papillon,12000000,151,Crime,6,53267000
Paradise,22531334,100,Romance,11,5588800
Paradise Alley,22531334,107,Action,3,7185518
Paranoid Park,22531334,85,Mystery,14,486021
Paranormal Activity,15000,86,Horror,5,193355800
Paranormal Activity 3,5000000,83,Horror,5,205703818
Paranormal Activity 4,5000000,95,Horror,5,142817992
Paranormal Activity: The Marked Ones,5000000,84,Horror,5,86362372
Parental Guidance,25000000,104,Comedy,2,119772232
Parenthood,22531334,124,Comedy,2,126297830
Paris,19000000,130,Drama,1,23550000
Paris Can Wait,5000000,92,Drama,1,6700000
Parker,35000000,118,Action,3,46216641
Party Monster,5000000,98,Comedy,2,742898
Passenger 57,15000000,84,Action,3,44065653
Pather Panchali,22531334,125,Drama,1,536364
Patriot Games,45000000,117,Drama,1,178051587
Patriots Day,45000000,133,Crime,6,50548152
Paul,40000000,104,Adventure,4,97552050
Paul Blart: Mall Cop,26000000,91,Action,3,183293131
Paul Blart: Mall Cop 2,38000000,94,Action,3,107597242
Paws,137731,83,Adventure,4,1778391
Pay It Forward,40000000,122,Drama,1,55707411
Payback,90000000,100,Drama,1,161626121
PCU,9000000,79,Comedy,2,4350774
"Peace, Love & Misunderstanding",22531334,96,Comedy,2,539896
Pee-wee's Big Adventure,6000000,90,Adventure,4,40940662
Peggy Sue Got Married,18000000,103,Comedy,2,41382841
Penguins of Madagascar,132000000,92,Family,13,373552094
People Like Us,16000000,114,Drama,1,12434778
Percy Jackson & the Olympians: The Lightning Thief,95000000,118,Adventure,4,226497209
Percy Jackson: Sea of Monsters,90000000,106,Adventure,4,174578751
Permanent Record,8000000,91,Drama,1,1893139
Personal Shopper,6000000,105,Drama,1,1305195
Pet Sematary,11500000,103,Drama,1,57469467
Pet Sematary II,8000000,100,Horror,5,17092453
Peter and Vandy,500000,78,Drama,1,11276
Peter Pan,4000000,77,Animation,8,87404651
Petersburg: Only for Love,22531334,111,Drama,1,243000
Phantasm II,3000000,97,Action,3,7282851
Phantoms,22531334,91,Horror,5,5624282
Phenomenon,32000000,123,Drama,1,152036382
Philadelphia Experiment II,5000000,97,Science Fiction,12,2970
Phoenix Forgotten,2800000,80,Horror,5,3600000
Phone Booth,13000000,81,Thriller,7,97837138
Pi,60000,84,Mystery,14,3221152
Picture Me,22531334,88,Documentary,9,11000
Picture Perfect,19000000,105,Comedy,2,44332015
Pieta,103000,104,Drama,1,3623330
Piku,5500000,123,Drama,1,22159216
Pina,4317946,106,Documentary,9,14624826
Pink Flamingos,12000,93,Horror,5,6000000
Pinocchio and the Emperor of the Night,8000000,83,Animation,8,3261638
Pirates of the Caribbean: At World's End,300000000,169,Adventure,4,961000000
Pirates of the Caribbean: On Stranger Tides,380000000,136,Adventure,4,1045713802
Pirates of the Caribbean: The Curse of the Black Pearl,140000000,143,Adventure,4,655011224
Pitch Perfect,17000000,112,Comedy,2,115350426
Pixels,88000000,105,Action,3,243637091
Planes: Fire & Rescue,50000000,83,Animation,8,151165787
Planet Hulk,22531334,81,Animation,8,7000000
Play It to the Bone,24000000,124,Comedy,2,8434146
Pocahontas,55000000,81,Adventure,4,346079773
Point Break,105000000,114,Action,3,133718711
Poison,250000,85,Drama,1,609524
Pokémon 4Ever: Celebi - Voice of the Forest,22531334,75,Adventure,4,28023563
Pokémon the Movie: Kyurem vs. the Sword of Justice,22531334,71,Animation,8,44057737
Pokémon: Arceus and the Jewel of Life,22531334,94,Animation,8,50673078
Pokémon: Spell of the Unknown,16000000,93,Adventure,4,68411275
Pokémon: The Movie 2000,30000000,84,Adventure,4,133949270
Police Academy 2: Their First Assignment,22531334,87,Comedy,2,55600000
Police Academy 3: Back in Training,22531334,83,Comedy,2,43579163
Police Academy 4: Citizens on Patrol,22531334,88,Comedy,2,28061343
Police Academy 5: Assignment Miami Beach,22531334,90,Comedy,2,19510371
Police Academy 6: City Under Siege,22531334,84,Comedy,2,11567217
"Police, Adjective",1089360,115,Drama,1,48298
Polisse,22531334,127,Drama,1,20374201
Pollock,6,122,Drama,1,8
Poltergeist II: The Other Side,19000000,91,Horror,5,40996665
Pompeii,130000000,105,Action,3,117831631
Pontypool,1500000,93,Horror,5,32000
Poor White Trash,1200000,85,Crime,6,1404
